name,gender,birthday,actorID,id,occupation,death,nationality,net_worth,is_alive,age,height
jon heder,male,1977-10-26,11457,1907,"['actor', 'voice_actor', 'film_producer', 'comedian']",,us,15000000,True,46.0,1.85
tim robbins,male,1958-10-16,11458,1909,"['actor', 'musician', 'screenwriter', 'activist', 'film_director', 'film_producer', 'voice_actor']",,us,70000000,True,65.0,1.96
ryan kwanten,male,1976-11-28,11459,1910,"['actor', 'voice_actor']",,au,6000000,True,47.0,1.78
michelle williams (destiny's child),female,1979-07-23,11460,1911,"['singer', 'actor', 'record_producer', 'dancer', 'songwriter']",,us,10000000,True,44.0,1.75
michelle williams,female,1980-09-09,11461,1911,['actor'],,us,30000000,True,43.0,1.63
cameron diaz,female,1972-08-30,11462,1912,"['model', 'actor', 'voice_actor']",,us,140000000,True,51.0,1.75
maggie smith,female,,11463,1913,,,,18000000,,,
tara strong,female,1973-02-12,11464,1914,"['actor', 'voice_actor', 'singer']",,ca,10000000,True,51.0,1.59
nia vardalos,female,1962-09-24,11465,1915,"['actor', 'screenwriter', 'singer', 'voice_actor', 'film_director', 'television_producer', 'film_producer']",,us,10000000,True,61.0,1.67
scott porter,male,1979-07-14,11466,1916,"['actor', 'singer']",,us,3000000,True,44.0,1.82
ty burrell,male,1967-08-22,11467,1918,"['actor', 'comedian', 'businessperson', 'voice_actor']",,us,26000000,True,56.0,1.83
eric bana,male,1968-08-09,11468,1919,"['actor', 'film_producer', 'screenwriter', 'voice_actor', 'comedian', 'television_producer']",,au,45000000,True,55.0,1.89
naomi watts,female,1968-09-28,11469,1920,"['actor', 'film_producer', 'voice_actor']",,au,30000000,True,55.0,1.64
timothy spall,male,1957-02-27,11470,1923,"['actor', 'presenter', 'voice_actor']",,gb,4000000,True,67.0,1.7
jim carrey,male,1962-01-17,11471,1924,"['comedian', 'actor', 'screenwriter', 'film_producer', 'voice_actor']",,ca,180000000,True,62.0,1.87
ty burrell,male,1967-08-22,11472,1925,"['actor', 'comedian', 'businessperson', 'voice_actor']",,us,26000000,True,56.0,1.83
sarah polley,female,1979-01-08,11473,1926,"['film_director', 'screenwriter', 'actor', 'singer', 'film_producer']",,ca,5000000,True,45.0,1.57
brad pitt,male,1963-12-18,11474,1927,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,300000000,True,60.0,1.8
michael shanks,male,1970-12-15,11475,1928,"['actor', 'screenwriter']",,ca,2000000,True,53.0,1.83
william hurt,male,1950-03-20,11476,1929,"['actor', 'voice_actor']",,us,18000000,True,74.0,1.88
willem dafoe,male,1955-07-22,11477,1930,"['actor', 'voice_actor', 'model']",,us,40000000,True,68.0,1.78
nicole kidman,female,1967-06-20,11478,1931,"['singer', 'actor', 'film_producer']",,au,250000000,True,56.0,1.8
naomi watts,female,1968-09-28,11479,1933,"['actor', 'film_producer', 'voice_actor']",,au,30000000,True,55.0,1.64
rachel mcadams,female,1978-11-17,11480,1934,['actor'],,ca,16000000,True,45.0,1.63
sam rockwell,male,1968-11-05,11481,1936,['actor'],,us,30000000,True,55.0,1.75
reese witherspoon,female,1976-03-22,11482,1937,"['actor', 'film_producer', 'businessperson', 'voice_actor']",,us,200000000,True,47.0,1.56
john goodman,male,1952-06-20,11483,1938,"['actor', 'voice_actor', 'television_producer', 'comedian']",,us,65000000,True,71.0,1.88
john goodman,male,1952-06-20,11484,1939,"['actor', 'voice_actor', 'television_producer', 'comedian']",,us,65000000,True,71.0,1.88
christina ricci,female,1980-02-12,11485,1942,"['actor', 'spokesperson', 'voice_actor']",,us,18000000,True,44.0,1.55
robin wright,female,1966-04-08,11486,1943,"['actor', 'model', 'spokesperson', 'businessperson', 'singer', 'film_producer']",,us,65000000,True,57.0,1.68
tom cruise,male,1962-07-03,11487,1945,"['actor', 'film_producer', 'screenwriter', 'television_director']",,us,600000000,True,61.0,1.7
tom cruise,male,1962-07-03,11488,1946,"['actor', 'film_producer', 'screenwriter', 'television_director']",,us,600000000,True,61.0,1.7
tom cruise,male,1962-07-03,11489,1947,"['actor', 'film_producer', 'screenwriter', 'television_director']",,us,600000000,True,61.0,1.7
paula patton,female,1975-12-05,11490,1948,['actor'],,us,10000000,True,48.0,1.71
patricia clarkson,female,1959-12-29,11491,1949,"['actor', 'voice_actor']",,us,3000000,True,64.0,1.64
tom cruise,male,1962-07-03,11492,1950,"['actor', 'film_producer', 'screenwriter', 'television_director']",,us,600000000,True,61.0,1.7
val kilmer,male,1959-12-31,11493,1951,"['actor', 'television_producer', 'musician', 'voice_actor', 'film_producer']",,us,25000000,True,64.0,1.83
morgan freeman,male,1937-06-01,11494,1952,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'film_director', 'businessperson']",,us,250000000,True,86.0,1.88
jon hamm,male,1971-03-10,11495,1953,"['actor', 'television_producer', 'television_director', 'film_director', 'voice_actor', 'comedian']",,us,40000000,True,53.0,1.88
sean penn,male,1960-08-17,11496,1954,"['actor', 'film_director', 'film_producer', 'screenwriter', 'politician']",,us,70000000,True,63.0,1.73
rachel mcadams,female,1978-11-17,11497,1955,['actor'],,ca,16000000,True,45.0,1.63
tom wilkinson,male,1948-02-05,11498,1957,"['actor', 'voice_actor']",,gb,12000000,True,76.0,1.85
vincent gallo,male,1961-04-11,11499,1958,"['actor', 'film_producer', 'film_score_composer', 'film_director', 'screenwriter', 'songwriter', 'singer', 'film_editor', 'musician', 'model']",,us,8000000,True,62.0,1.8
lars ulrich,male,1963-12-26,11500,1959,"['musician', 'songwriter', 'record_producer', 'drummer', 'composer', 'singer', 'actor', 'percussionist']",,dk,350000000,True,60.0,1.66
robert de niro,male,1943-08-17,11501,1960,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
will smith,male,1968-09-25,11502,1961,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']",,us,350000000,True,55.0,1.88
will smith (nfl),male,1981-07-04,11503,1961,['american_football_player'],,us,13000000,True,42.0,1.91
will smith,male,1968-09-25,11504,1962,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']",,us,350000000,True,55.0,1.88
will smith (nfl),male,1981-07-04,11505,1962,['american_football_player'],,us,13000000,True,42.0,1.91
joe pantoliano,male,1951-09-12,11506,1964,"['actor', 'film_producer', 'voice_actor', 'writer', 'film_director']",,us,8000000,True,72.0,1.76
kirsten dunst,female,1982-04-30,11507,1965,"['actor', 'singer', 'model', 'voice_actor']",,us,25000000,True,41.0,1.7
will ferrell,male,1967-07-16,11508,1966,"['actor', 'film_producer', 'screenwriter', 'comedian', 'television_producer', 'impressionist', 'voice_actor', 'singer']",,us,160000000,True,56.0,1.91
robert de niro,male,1943-08-17,11509,1968,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
robert de niro,male,1943-08-17,11510,1969,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
rachel mcadams,female,1978-11-17,11511,1970,['actor'],,ca,16000000,True,45.0,1.63
renee zellweger,female,1969-04-25,11512,1971,"['actor', 'voice_actor', 'film_producer', 'television_producer', 'singer']",,us,90000000,True,54.0,1.63
maria bello,female,1967-04-18,11513,1972,"['actor', 'singer', 'activist', 'businessperson']",,us,12000000,True,56.0,1.65
richard roxburgh,male,1962-01-23,11514,1973,"['actor', 'television_producer', 'screenwriter', 'voice_actor']",,au,5000000,True,62.0,1.8
russell crowe,male,1964-04-07,11515,1974,"['actor', 'singer', 'musician', 'film_producer', 'film_director']",,nz,100000000,True,59.0,1.82
toni collette,female,1972-11-01,11516,1975,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",,au,18000000,True,51.0,1.73
sarah paulson,female,1974-12-17,11517,1977,['actor'],,us,12000000,True,49.0,1.68
owen wilson,male,1968-11-18,11518,1978,"['actor', 'screenwriter', 'film_producer', 'voice_actor']",,us,70000000,True,55.0,1.79
rita marley,female,1946-07-25,11519,1979,['singer'],,cu,50000000,True,77.0,
zachary quinto,male,1977-06-02,11520,1981,"['actor', 'film_producer', 'voice_actor']",,us,14000000,True,46.0,1.88
matt damon,male,1970-10-08,11521,1982,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']",,us,170000000,True,53.0,1.78
robert pattinson,male,1986-05-13,11522,1983,"['model', 'musician', 'actor', 'film_producer']",,gb,100000000,True,37.0,1.85
nora arnezeder,female,1989-05-08,11523,1985,"['actor', 'singer']",,fr,2000000,True,34.0,1.7
denzel washington,male,1954-12-28,11524,1987,"['actor', 'film_producer', 'film_director', 'spokesperson', 'voice_actor']",,us,250000000,True,69.0,1.85
sam worthington,male,1976-08-02,11525,1988,"['actor', 'film_producer']",,au,30000000,True,47.0,1.78
henry cavill,male,1983-05-05,11526,1989,['actor'],,gb,40000000,True,40.0,1.85
pierce brosnan,male,1953-05-16,11527,1990,"['actor', 'film_producer', 'businessperson', 'activist', 'artist', 'visual_artist', 'environmentalist']",,ie,200000000,True,70.0,1.88
jessica chastain,female,1977-03-24,11528,1991,"['actor', 'film_producer']",,us,40000000,True,46.0,1.63
sharlto copley,male,1973-11-27,11529,1992,"['actor', 'film_director', 'film_producer']",,za,15000000,True,50.0,
olivia munn,female,1980-07-03,11530,1993,"['actor', 'model', 'comedian', 'author', 'tv_personality', 'television_presenter']",,us,25000000,True,43.0,1.63
marcia gay harden,female,1959-08-14,11531,1994,"['actor', 'voice_actor']",,us,16000000,True,64.0,1.64
chris rock,male,1965-02-07,11532,1995,"['comedian', 'screenwriter', 'actor', 'film_director', 'film_producer', 'television_producer', 'voice_actor', 'presenter']",,us,60000000,True,59.0,1.78
jada pinkett smith,female,1971-09-18,11533,1996,"['actor', 'singer-songwriter', 'author', 'businessperson', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor']",,us,50000000,True,52.0,1.52
chris rock,male,1965-02-07,11534,1997,"['comedian', 'screenwriter', 'actor', 'film_director', 'film_producer', 'television_producer', 'voice_actor', 'presenter']",,us,60000000,True,59.0,1.78
tom hardy,male,1977-09-15,11535,1998,['actor'],,gb,45000000,True,46.0,1.75
michelle monaghan,female,1976-03-23,11536,1999,"['actor', 'fashion_model', 'film_producer']",,us,16000000,True,47.0,1.7
robert de niro,male,1943-08-17,11537,2000,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
scarlett johansson,female,1984-11-22,11538,2001,"['actor', 'singer', 'model', 'voice_actor']",,us,165000000,True,39.0,1.6
toni collette,female,1972-11-01,11539,2002,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",,au,18000000,True,51.0,1.73
morgan freeman,male,1937-06-01,11540,2003,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'film_director', 'businessperson']",,us,250000000,True,86.0,1.88
peter sarsgaard,male,1971-03-07,11541,2004,['actor'],,us,20000000,True,53.0,1.83
jake gyllenhaal,male,1980-12-19,11542,2006,"['actor', 'film_producer']",,us,80000000,True,43.0,1.83
paul dano,male,1984-06-19,11543,2007,"['actor', 'musician', 'film_producer']",,us,10000000,True,39.0,1.8
marisa tomei,female,1964-12-04,11544,2008,"['actor', 'voice_actor']",,us,25000000,True,59.0,1.64
sanaa lathan,female,1971-09-19,11545,2009,"['actor', 'voice_actor']",,us,4000000,True,52.0,1.7
lea thompson,female,1961-05-31,11546,2010,"['actor', 'television_producer', 'film_producer', 'ballet_dancer', 'television_director', 'film_director']",,us,14000000,True,62.0,1.63
scarlett johansson,female,1984-11-22,11547,2012,"['actor', 'singer', 'model', 'voice_actor']",,us,165000000,True,39.0,1.6
nicolas cage,male,1964-01-07,11548,2013,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,25000000,True,60.0,1.83
peter facinelli,male,1973-11-26,11549,2014,"['actor', 'film_producer', 'television_director', 'screenwriter']",,us,10000000,True,50.0,1.77
emily blunt,female,1983-02-23,11550,2015,['actor'],,gb,80000000,True,41.0,1.71
taylor kitsch,male,1981-04-08,11551,2016,"['actor', 'model']",,ca,10000000,True,42.0,1.83
ray winstone,male,1957-02-19,11552,2017,"['actor', 'voice_actor', 'film_producer', 'television_producer']",,gb,5000000,True,67.0,1.78
maggie grace,female,1983-09-21,11553,2018,['actor'],,us,8000000,True,40.0,1.75
tom hardy,male,1977-09-15,11554,2019,['actor'],,gb,45000000,True,46.0,1.75
trevor morgan,male,1986-11-26,11555,2020,['actor'],,us,2000000,True,37.0,1.84
justin long,male,1978-06-02,11556,2021,"['actor', 'voice_actor', 'film_producer']",,us,15000000,True,45.0,1.74
toni collette,female,1972-11-01,11557,2022,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",,au,18000000,True,51.0,1.73
sally field,female,1946-11-06,11558,2023,"['singer', 'actor', 'film_producer', 'film_director', 'television_producer', 'screenwriter', 'television_director', 'voice_actor']",,us,55000000,True,77.0,1.59
bradley cooper,male,1975-01-05,11559,2024,"['actor', 'film_producer']",,us,100000000,True,49.0,1.85
ben whishaw,male,1980-10-14,11560,2025,['actor'],,gb,2000000,True,43.0,1.75
daveigh chase,female,1990-07-24,11561,2026,"['actor', 'singer', 'voice_actor']",,us,500000,True,33.0,1.7
jennifer lawrence,female,1990-08-15,11562,2027,"['actor', 'model', 'film_producer']",,us,160000000,True,33.0,1.75
pat shortt,male,1966-12-12,11563,2028,"['actor', 'screenwriter', 'comedian', 'television_producer', 'entertainer']",,ie,2000000,True,57.0,1.72
dennis haysbert,male,1954-06-02,11564,2030,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'film_director']",,us,20000000,True,69.0,1.94
katherine heigl,female,1978-11-24,11565,2032,"['actor', 'film_producer', 'model', 'television_producer']",,us,30000000,True,45.0,1.75
zac efron,male,1987-10-18,11566,2034,"['actor', 'singer', 'voice_actor']",,us,25000000,True,36.0,1.73
vanessa redgrave,female,1937-01-30,11567,2036,"['actor', 'voice_actor', 'activist', 'film_producer']",,gb,20000000,True,87.0,1.8
rob riggle,male,1970-04-21,11568,2037,"['actor', 'comedian', 'screenwriter', 'television_producer', 'voice_actor', 'military_officer', 'television_director']",,us,10000000,True,53.0,1.91
russell crowe,male,1964-04-07,11569,2039,"['actor', 'singer', 'musician', 'film_producer', 'film_director']",,nz,100000000,True,59.0,1.82
meryl streep,female,1949-06-22,11570,2040,"['actor', 'voice_actor', 'spokesperson']",,us,160000000,True,74.0,1.68
jim sturgess,male,1978-05-16,11571,2041,"['actor', 'singer-songwriter', 'voice_actor']",,gb,4000000,True,45.0,1.84
reese witherspoon,female,1976-03-22,11572,2042,"['actor', 'film_producer', 'businessperson', 'voice_actor']",,us,200000000,True,47.0,1.56
oprah winfrey,female,1954-01-29,11573,2043,"['media_proprietor', 'actor', 'presenter', 'businessperson', 'television_producer', 'film_producer', 'journalist', 'philanthropist', 'voice_actor']",,us,3500000000,True,70.0,1.69
matthew goode,male,1978-04-03,11574,2045,['actor'],,gb,3000000,True,45.0,1.87
sienna miller,female,1981-12-28,11575,2047,"['actor', 'model', 'fashion_designer']",,us,18000000,True,42.0,1.65
tom hardy,male,1977-09-15,11576,2048,['actor'],,gb,45000000,True,46.0,1.75
leslie bibb,female,1974-11-17,11577,2049,"['actor', 'fashion_model', 'model']",,us,4000000,True,49.0,1.75
robert de niro,male,1943-08-17,11578,2051,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
morgan freeman,male,1937-06-01,11579,2053,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'film_director', 'businessperson']",,us,250000000,True,86.0,1.88
ryan gosling,male,1980-11-12,11580,2054,"['actor', 'musician', 'restaurateur', 'film_director', 'screenwriter', 'film_producer', 'activist']",,ca,70000000,True,43.0,1.84
tom hanks,male,1956-07-09,11581,2055,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",,us,400000000,True,67.0,1.83
sam rockwell,male,1968-11-05,11582,2056,['actor'],,us,30000000,True,55.0,1.75
john travolta,male,1954-02-18,11583,2057,"['actor', 'singer', 'dancer', 'voice_actor', 'film_producer']",,us,250000000,True,70.0,1.88
kate winslet,female,1975-10-05,11584,2058,"['actor', 'singer', 'voice_actor']",,gb,65000000,True,48.0,1.69
jack black,male,1969-08-28,11585,2060,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'musician', 'record_producer', 'presenter', 'writer']",,us,50000000,True,54.0,1.68
jackie chan,male,1954-04-07,11586,2061,"['actor', 'film_producer', 'film_director', 'stunt_performer', 'screenwriter', 'martial_artist', 'singer', 'television_producer', 'entrepreneur', 'comedian']",,hk,400000000,True,69.0,1.74
rinko kikuchi,female,1981-01-06,11587,2063,['actor'],,jp,10000000,True,43.0,1.65
nicolas cage,male,1964-01-07,11588,2064,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,25000000,True,60.0,1.83
seth rogen,male,1982-04-15,11589,2065,"['actor', 'film_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_director', 'television_producer']",,ca,80000000,True,41.0,1.8
tom cruise,male,1962-07-03,11590,2066,"['actor', 'film_producer', 'screenwriter', 'television_director']",,us,600000000,True,61.0,1.7
tovah feldshuh,female,1952-12-27,11591,2067,"['playwright', 'actor', 'singer']",,us,5000000,True,71.0,1.6
val kilmer,male,1959-12-31,11592,2068,"['actor', 'television_producer', 'musician', 'voice_actor', 'film_producer']",,us,25000000,True,64.0,1.83
taron egerton,,,11593,2069,,,,6000000,,,
orlando bloom,male,1977-01-13,11594,2070,['actor'],,gb,40000000,True,47.0,1.8
naomi watts,female,1968-09-28,11595,2071,"['actor', 'film_producer', 'voice_actor']",,au,30000000,True,55.0,1.64
