name,gender,birthday,occupation,age,height,death,nationality,net_worth,is_alive
adam sandler,male,1966-09-09,"['screenwriter', 'film_producer', 'actor', 'television_producer', 'comedian', 'musician', 'songwriter', 'voice_actor']",57,1.77,,us,420000000,True
andy samberg,male,1978-08-18,"['comedian', 'actor', 'musician', 'screenwriter', 'television_producer', 'television_director', 'lyricist', 'voice_actor', 'rapper', 'film_producer']",45,1.77,,us,20000000,True
mark ruffalo,male,1967-11-22,"['actor', 'film_producer', 'film_director', 'screenwriter']",56,1.73,,us,35000000,True
zoe saldana,female,1978-06-19,"['actor', 'voice_actor', 'film_producer']",45,1.7,,us,35000000,True
alison brie,female,1982-12-29,"['actor', 'voice_actor']",41,1.6,,us,10000000,True
jason sudeikis,male,1975-09-18,"['actor', 'comedian', 'voice_actor', 'screenwriter']",48,1.85,,us,20000000,True
benicio del toro,male,1967-02-19,"['actor', 'film_producer', 'film_director']",57,1.85,,pr,45000000,True
emily blunt,female,1983-02-23,['actor'],41,1.71,,gb,80000000,True
josh brolin,male,1968-02-12,"['actor', 'stock_trader', 'film_producer']",56,1.79,,us,45000000,True
charlotte le bon,female,,['actor'],,,,,4000000,
jason clarke,male,1969-07-17,['actor'],54,1.87,,au,6000000,True
nick nolte,male,1941-02-08,"['actor', 'comedian', 'voice_actor', 'model']",83,1.85,,us,75000000,True
robert redford,male,1937-08-18,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",86,1.79,,us,200000000,True
eva green,female,1980-07-06,"['model', 'actor', 'composer']",43,1.68,,fr,8000000,True
juno temple,female,1989-07-21,['actor'],34,1.57,,gb,1000000,True
edward burns,male,1968-01-29,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer']",56,1.85,,us,40000000,True
kelsey grammer,male,1955-02-21,"['television_producer', 'actor', 'television_director', 'voice_actor', 'comedian', 'singer', 'film_producer', 'film_director', 'writer']",69,1.85,,us,80000000,True
robert de niro,male,1943-08-17,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",80,1.77,,us,500000000,True
daniel radcliffe,male,1989-07-23,['actor'],34,1.65,,gb,110000000,True
juno temple,female,1989-07-21,['actor'],34,1.57,,gb,1000000,True
max minghella,male,1985-09-16,['actor'],38,1.76,,gb,3000000,True
kate winslet,female,1975-10-05,"['actor', 'singer', 'voice_actor']",48,1.69,,gb,65000000,True
kevin spacey,male,1959-07-26,"['actor', 'film_producer', 'screenwriter', 'film_director', 'television_producer', 'voice_actor', 'theatre_director']",64,1.79,,us,100000000,True
laura linney,female,1964-02-05,"['actor', 'television_producer', 'singer', 'voice_actor']",60,1.7,,us,10000000,True
liev schreiber,male,1967-10-04,"['actor', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']",56,1.91,,us,40000000,True
tobey maguire,male,1975-06-27,"['actor', 'film_producer']",48,1.75,,us,75000000,True
jeffrey dean morgan,male,1966-07-22,['actor'],57,1.88,,us,10000000,True
robert de niro,male,1943-08-17,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",80,1.77,,us,500000000,True
wes bentley,male,1978-09-04,"['actor', 'film_producer']",45,1.8,,us,3000000,True
zac efron,male,1987-10-18,"['actor', 'singer', 'voice_actor']",36,1.73,,us,25000000,True
rachelle lefevre,female,1979-02-01,['actor'],45,1.68,,ca,1500000,True
stephen moyer,male,1969-10-11,"['actor', 'television_director', 'film_producer']",54,1.78,,gb,10000000,True
skrillex,male,1988-01-15,"['guitarist', 'singer', 'disc_jockey', 'musician', 'record_producer', 'singer-songwriter', 'electronic_musician']",36,1.63,,us,50000000,True
thomas bangalter,male,1975-01-03,"['composer', 'electronic_musician', 'bassist', 'keyboard_player', 'film_director', 'musician', 'cinematographer', 'screenwriter']",49,,,fr,70000000,True
adam sandler,male,1966-09-09,"['screenwriter', 'film_producer', 'actor', 'television_producer', 'comedian', 'musician', 'songwriter', 'voice_actor']",57,1.77,,us,420000000,True
paz vega,female,1976-01-02,"['actor', 'musician']",48,1.67,,es,10000000,True
tea leoni,female,1966-02-25,"['actor', 'film_producer']",58,1.7,,us,50000000,True
kurt russell,male,1951-03-17,"['actor', 'screenwriter', 'voice_actor', 'film_producer']",73,1.8,,us,100000000,True
matthew fox,male,1966-07-14,"['model', 'actor']",57,1.88,,us,20000000,True
patrick wilson,male,1973-07-03,"['actor', 'singer', 'film_producer']",50,1.85,,us,7000000,True
greta gerwig,female,1983-08-04,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']",40,1.73,,us,4000000,True
lola kirke,female,,['actor'],,,,,4000000,
bridgit mendler,female,1992-12-18,"['actor', 'musician', 'singer-songwriter', 'voice_actor', 'record_producer']",31,1.68,,us,2000000,True
josh duhamel,male,1972-11-14,"['actor', 'model']",51,1.92,,us,18000000,True
josh wiggins,male,,['actor'],,,,,500000,
lynn collins,female,1977-05-16,['actor'],46,1.73,,us,3000000,True
justin chatwin,male,1982-10-31,['actor'],41,1.85,,ca,2000000,True
margarita levieva,female,1980-02-09,"['actor', 'gymnast']",44,1.68,,us,3000000,True
kate beckinsale,female,1973-07-26,"['actor', 'model']",50,1.7,,gb,20000000,True
simon pegg,male,1970-02-14,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']",54,1.78,,gb,25000000,True
benedict cumberbatch,male,1976-07-19,"['actor', 'voice_actor']",47,1.83,,gb,40000000,True
jennifer love hewitt,female,1979-02-21,"['actor', 'singer-songwriter', 'voice_actor', 'author', 'television_producer', 'television_director', 'screenwriter']",45,1.57,,us,22000000,True
sigourney weaver,female,1949-10-08,"['actor', 'voice_actor']",74,1.82,,us,60000000,True
andy garcia,male,1956-04-12,"['actor', 'film_director', 'film_producer', 'television_director', 'television_producer']",67,1.78,,us,20000000,True
taissa farmiga,female,1994-08-17,['actor'],29,1.68,,us,1500000,True
vera farmiga,female,1973-08-06,"['actor', 'film_director']",50,1.65,,us,10000000,True
julianne moore,female,1960-12-03,"['actor', 'author', 'film_producer', 'television_producer', 'theatrical_producer', ""children's_book_author""]",63,1.6,,us,50000000,True
meryl streep,female,1949-06-22,"['actor', 'voice_actor', 'spokesperson']",74,1.68,,us,160000000,True
nicole kidman,female,1967-06-20,"['singer', 'actor', 'film_producer']",56,1.8,,au,250000000,True
jeff bridges,male,1949-12-04,"['actor', 'singer', 'film_producer', 'composer', 'musician', 'spokesperson', 'voice_actor']",74,1.85,,us,100000000,True
mackenzie foy,female,2000-11-10,"['actor', 'model']",23,1.32,,us,1000000,True
mark ronson,male,1975-09-04,"['singer', 'disc_jockey', 'record_producer', 'musician', 'guitarist', 'artist', 'composer', 'actor', 'film_producer', 'music_producer']",48,1.78,,gb,20000000,True
ben mendelsohn,male,1969-04-03,['actor'],54,,,au,9000000,True
ryan reynolds,male,1976-10-23,"['actor', 'voice_actor', 'film_producer']",47,1.88,,ca,150000000,True
gore vidal,male,1925-10-03,"['writer', 'novelist', 'playwright', 'screenwriter', 'essayist', 'actor', 'journalist', 'author', 'politician']",86,,2012-07-31,us,30000000,False
dylan o'brien,male,1991-08-26,"['actor', 'musician']",32,1.8,,us,7000000,True
kaya scodelario,female,1992-03-13,"['actor', 'model']",32,1.68,,gb,1000000,True
michael douglas,male,1944-09-25,"['actor', 'voice_actor', 'film_producer']",79,1.78,,us,350000000,True
paul rudd,male,1969-04-06,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']",54,1.78,,us,70000000,True
billy crudup,male,1968-07-08,"['actor', 'voice_actor']",55,1.74,,us,6000000,True
ezra miller,male,1992-09-30,"['actor', 'musician']",31,1.8,,us,3000000,True
nolan bushnell,male,1943-02-05,"['entrepreneur', 'businessperson', 'electrical_engineer', 'video_game_designer', 'writer']",81,,,us,50000000,True
mark wahlberg,male,1971-06-05,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']",52,1.73,,us,300000000,True
seth macfarlane,male,1973-10-26,"['actor', 'composer', 'animator', 'television_producer', 'voice_actor', 'comedian', 'singer', 'screenwriter', 'film_director', 'television_director']",50,1.78,,us,300000000,True
harvey keitel,male,1939-05-13,"['actor', 'film_producer', 'voice_actor']",84,1.71,,us,45000000,True
michael caine,male,1933-03-14,"['actor', 'author', 'film_producer', 'voice_actor', 'entrepreneur']",91,1.88,,gb,75000000,True
rachel weisz,female,1970-03-07,"['actor', 'fashion_model', 'voice_actor']",54,1.7,,us,36000000,True
don johnson,male,1949-12-15,"['actor', 'television_director', 'television_producer', 'singer-songwriter', 'musician', 'film_producer', 'voice_actor']",74,1.8,,us,50000000,True
kay panabaker,female,1990-05-02,"['actor', 'voice_actor']",33,1.52,,us,1000000,True
lori loughlin,female,1964-07-28,"['actor', 'television_producer', 'model', 'screenwriter']",59,1.68,,us,70000000,True
bernardo bertolucci,male,1941-03-16,"['film_director', 'screenwriter', 'writer', 'film_producer', 'actor']",77,,2018-11-26,it,40000000,False
marlon brando,male,1924-04-03,['actor'],80,1.75,2004-07-01,us,100000000,False
