height,is_alive,nationality,net_worth,birthday,occupation,gender,name,age,death
1.77,True,us,420000000,1966-09-09,"['screenwriter', 'film_producer', 'actor', 'television_producer', 'comedian', 'musician', 'songwriter', 'voice_actor']",male,adam sandler,57,
1.77,True,us,20000000,1978-08-18,"['comedian', 'actor', 'musician', 'screenwriter', 'television_producer', 'television_director', 'lyricist', 'voice_actor', 'rapper', 'film_producer']",male,andy samberg,45,
1.73,True,us,35000000,1967-11-22,"['actor', 'film_producer', 'film_director', 'screenwriter']",male,mark ruffalo,56,
1.7,True,us,35000000,1978-06-19,"['actor', 'voice_actor', 'film_producer']",female,zoe saldana,45,
1.6,True,us,10000000,1982-12-29,"['actor', 'voice_actor']",female,alison brie,41,
1.85,True,us,20000000,1975-09-18,"['actor', 'comedian', 'voice_actor', 'screenwriter']",male,jason sudeikis,48,
1.85,True,pr,45000000,1967-02-19,"['actor', 'film_producer', 'film_director']",male,benicio del toro,57,
1.71,True,gb,80000000,1983-02-23,['actor'],female,emily blunt,41,
1.79,True,us,45000000,1968-02-12,"['actor', 'stock_trader', 'film_producer']",male,josh brolin,56,
,,,4000000,,['actor'],female,charlotte le bon,,
1.87,True,au,6000000,1969-07-17,['actor'],male,jason clarke,54,
1.85,True,us,75000000,1941-02-08,"['actor', 'comedian', 'voice_actor', 'model']",male,nick nolte,83,
1.79,True,us,200000000,1937-08-18,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",male,robert redford,86,
1.68,True,fr,8000000,1980-07-06,"['model', 'actor', 'composer']",female,eva green,43,
1.57,True,gb,1000000,1989-07-21,['actor'],female,juno temple,34,
1.85,True,us,40000000,1968-01-29,"['actor', 'film_director', 'film_producer', 'screenwriter', 'television_director', 'television_producer']",male,edward burns,56,
1.85,True,us,80000000,1955-02-21,"['television_producer', 'actor', 'television_director', 'voice_actor', 'comedian', 'singer', 'film_producer', 'film_director', 'writer']",male,kelsey grammer,69,
1.77,True,us,500000000,1943-08-17,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",male,robert de niro,80,
1.65,True,gb,110000000,1989-07-23,['actor'],male,daniel radcliffe,34,
1.57,True,gb,1000000,1989-07-21,['actor'],female,juno temple,34,
1.76,True,gb,3000000,1985-09-16,['actor'],male,max minghella,38,
1.69,True,gb,65000000,1975-10-05,"['actor', 'singer', 'voice_actor']",female,kate winslet,48,
1.79,True,us,100000000,1959-07-26,"['actor', 'film_producer', 'screenwriter', 'film_director', 'television_producer', 'voice_actor', 'theatre_director']",male,kevin spacey,64,
1.7,True,us,10000000,1964-02-05,"['actor', 'television_producer', 'singer', 'voice_actor']",female,laura linney,60,
1.91,True,us,40000000,1967-10-04,"['actor', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']",male,liev schreiber,56,
1.75,True,us,75000000,1975-06-27,"['actor', 'film_producer']",male,tobey maguire,48,
1.88,True,us,10000000,1966-07-22,['actor'],male,jeffrey dean morgan,57,
1.77,True,us,500000000,1943-08-17,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",male,robert de niro,80,
1.8,True,us,3000000,1978-09-04,"['actor', 'film_producer']",male,wes bentley,45,
1.73,True,us,25000000,1987-10-18,"['actor', 'singer', 'voice_actor']",male,zac efron,36,
1.68,True,ca,1500000,1979-02-01,['actor'],female,rachelle lefevre,45,
1.78,True,gb,10000000,1969-10-11,"['actor', 'television_director', 'film_producer']",male,stephen moyer,54,
1.63,True,us,50000000,1988-01-15,"['guitarist', 'singer', 'disc_jockey', 'musician', 'record_producer', 'singer-songwriter', 'electronic_musician']",male,skrillex,36,
,True,fr,70000000,1975-01-03,"['composer', 'electronic_musician', 'bassist', 'keyboard_player', 'film_director', 'musician', 'cinematographer', 'screenwriter']",male,thomas bangalter,49,
1.77,True,us,420000000,1966-09-09,"['screenwriter', 'film_producer', 'actor', 'television_producer', 'comedian', 'musician', 'songwriter', 'voice_actor']",male,adam sandler,57,
1.67,True,es,10000000,1976-01-02,"['actor', 'musician']",female,paz vega,48,
1.7,True,us,50000000,1966-02-25,"['actor', 'film_producer']",female,tea leoni,58,
1.8,True,us,100000000,1951-03-17,"['actor', 'screenwriter', 'voice_actor', 'film_producer']",male,kurt russell,73,
1.88,True,us,20000000,1966-07-14,"['model', 'actor']",male,matthew fox,57,
1.85,True,us,7000000,1973-07-03,"['actor', 'singer', 'film_producer']",male,patrick wilson,50,
1.73,True,us,4000000,1983-08-04,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']",female,greta gerwig,40,
,,,4000000,,['actor'],female,lola kirke,,
1.68,True,us,2000000,1992-12-18,"['actor', 'musician', 'singer-songwriter', 'voice_actor', 'record_producer']",female,bridgit mendler,31,
1.92,True,us,18000000,1972-11-14,"['actor', 'model']",male,josh duhamel,51,
,,,500000,,['actor'],male,josh wiggins,,
1.73,True,us,3000000,1977-05-16,['actor'],female,lynn collins,46,
1.85,True,ca,2000000,1982-10-31,['actor'],male,justin chatwin,41,
1.68,True,us,3000000,1980-02-09,"['actor', 'gymnast']",female,margarita levieva,44,
1.7,True,gb,20000000,1973-07-26,"['actor', 'model']",female,kate beckinsale,50,
1.78,True,gb,25000000,1970-02-14,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']",male,simon pegg,54,
1.83,True,gb,40000000,1976-07-19,"['actor', 'voice_actor']",male,benedict cumberbatch,47,
1.57,True,us,22000000,1979-02-21,"['actor', 'singer-songwriter', 'voice_actor', 'author', 'television_producer', 'television_director', 'screenwriter']",female,jennifer love hewitt,45,
1.82,True,us,60000000,1949-10-08,"['actor', 'voice_actor']",female,sigourney weaver,74,
1.78,True,us,20000000,1956-04-12,"['actor', 'film_director', 'film_producer', 'television_director', 'television_producer']",male,andy garcia,67,
1.68,True,us,1500000,1994-08-17,['actor'],female,taissa farmiga,29,
1.65,True,us,10000000,1973-08-06,"['actor', 'film_director']",female,vera farmiga,50,
1.6,True,us,50000000,1960-12-03,"['actor', 'author', 'film_producer', 'television_producer', 'theatrical_producer', ""children's_book_author""]",female,julianne moore,63,
1.68,True,us,160000000,1949-06-22,"['actor', 'voice_actor', 'spokesperson']",female,meryl streep,74,
1.8,True,au,250000000,1967-06-20,"['singer', 'actor', 'film_producer']",female,nicole kidman,56,
1.85,True,us,100000000,1949-12-04,"['actor', 'singer', 'film_producer', 'composer', 'musician', 'spokesperson', 'voice_actor']",male,jeff bridges,74,
1.32,True,us,1000000,2000-11-10,"['actor', 'model']",female,mackenzie foy,23,
1.78,True,gb,20000000,1975-09-04,"['singer', 'disc_jockey', 'record_producer', 'musician', 'guitarist', 'artist', 'composer', 'actor', 'film_producer', 'music_producer']",male,mark ronson,48,
,True,au,9000000,1969-04-03,['actor'],male,ben mendelsohn,54,
1.88,True,ca,150000000,1976-10-23,"['actor', 'voice_actor', 'film_producer']",male,ryan reynolds,47,
,False,us,30000000,1925-10-03,"['writer', 'novelist', 'playwright', 'screenwriter', 'essayist', 'actor', 'journalist', 'author', 'politician']",male,gore vidal,86,2012-07-31
1.8,True,us,7000000,1991-08-26,"['actor', 'musician']",male,dylan o'brien,32,
1.68,True,gb,1000000,1992-03-13,"['actor', 'model']",female,kaya scodelario,32,
1.78,True,us,350000000,1944-09-25,"['actor', 'voice_actor', 'film_producer']",male,michael douglas,79,
1.78,True,us,70000000,1969-04-06,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']",male,paul rudd,54,
1.74,True,us,6000000,1968-07-08,"['actor', 'voice_actor']",male,billy crudup,55,
1.8,True,us,3000000,1992-09-30,"['actor', 'musician']",male,ezra miller,31,
,True,us,50000000,1943-02-05,"['entrepreneur', 'businessperson', 'electrical_engineer', 'video_game_designer', 'writer']",male,nolan bushnell,81,
1.73,True,us,300000000,1971-06-05,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']",male,mark wahlberg,52,
1.78,True,us,300000000,1973-10-26,"['actor', 'composer', 'animator', 'television_producer', 'voice_actor', 'comedian', 'singer', 'screenwriter', 'film_director', 'television_director']",male,seth macfarlane,50,
1.71,True,us,45000000,1939-05-13,"['actor', 'film_producer', 'voice_actor']",male,harvey keitel,84,
1.88,True,gb,75000000,1933-03-14,"['actor', 'author', 'film_producer', 'voice_actor', 'entrepreneur']",male,michael caine,91,
1.7,True,us,36000000,1970-03-07,"['actor', 'fashion_model', 'voice_actor']",female,rachel weisz,54,
1.8,True,us,50000000,1949-12-15,"['actor', 'television_director', 'television_producer', 'singer-songwriter', 'musician', 'film_producer', 'voice_actor']",male,don johnson,74,
1.52,True,us,1000000,1990-05-02,"['actor', 'voice_actor']",female,kay panabaker,33,
1.68,True,us,70000000,1964-07-28,"['actor', 'television_producer', 'model', 'screenwriter']",female,lori loughlin,59,
,False,it,40000000,1941-03-16,"['film_director', 'screenwriter', 'writer', 'film_producer', 'actor']",male,bernardo bertolucci,77,2018-11-26
1.75,False,us,100000000,1924-04-03,['actor'],male,marlon brando,80,2004-07-01
