name,gender,birthday,actorID,age,height,death,nationality,net_worth,is_alive,id,occupation
sandra oh,female,1971-07-20,11742,52.0,1.68,,ca,25000000,True,2242,"['actor', 'voice_actor']"
zoe kazan,female,1983-09-09,11743,40.0,1.63,,us,3000000,True,2243,"['actor', 'screenwriter', 'playwright']"
elijah wood,male,1981-01-28,11744,43.0,1.68,,us,20000000,True,2244,"['actor', 'film_producer', 'voice_actor']"
peter stormare,male,1953-08-27,11745,70.0,1.89,,se,5000000,True,2245,"['actor', 'theatre_director', 'playwright', 'musician', 'voice_actor', 'film_producer', 'television_producer']"
rhys ifans,male,1967-07-22,11746,56.0,1.88,,gb,12500000,True,2246,"['actor', 'musician', 'voice_actor', 'singer']"
julianne moore,female,1960-12-03,11747,63.0,1.6,,us,50000000,True,2247,"['actor', 'author', 'film_producer', 'television_producer', 'theatrical_producer', ""children's_book_author""]"
saoirse ronan,female,1994-04-12,11748,29.0,1.68,,us,7000000,True,2248,['actor']
will smith,male,1968-09-25,11749,55.0,1.88,,us,350000000,True,2249,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']"
will smith (nfl),male,1981-07-04,11750,42.0,1.91,,us,13000000,True,2249,['american_football_player']
malcolm mcdowell,male,1943-06-13,11751,80.0,1.74,,gb,50000000,True,2250,"['actor', 'voice_actor', 'salesperson', 'waiting_staff', 'presenter', 'film_producer']"
queen latifah,female,1970-03-18,11752,54.0,1.78,,us,70000000,True,2251,"['model', 'actor', 'record_producer', 'singer-songwriter', 'television_producer', 'comedian', 'rapper', 'film_producer', 'voice_actor', 'television_presenter']"
richard gere,male,1949-08-31,11753,74.0,1.8,,us,120000000,True,2252,"['actor', 'film_producer', 'pianist', 'musician', 'composer']"
vin diesel,male,1967-07-18,11754,56.0,1.82,,us,225000000,True,2253,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']"
sylvester stallone,male,1946-07-06,11755,77.0,1.77,,us,400000000,True,2254,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']"
salma hayek,female,1966-09-02,11756,57.0,1.57,,mx,200000000,True,2255,"['actor', 'singer', 'television_producer', 'film_producer', 'film_director', 'voice_actor', 'social_activist', 'model', 'spokesperson', 'businessperson']"
xzibit,male,1974-09-18,11757,49.0,1.77,,us,3000000,True,2256,"['actor', 'film_score_composer', 'rapper', 'presenter', 'voice_actor']"
greta gerwig,female,1983-08-04,11758,40.0,1.73,,us,4000000,True,2257,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']"
matt damon,male,1970-10-08,11759,53.0,1.78,,us,170000000,True,2258,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']"
elijah wood,male,1981-01-28,11760,43.0,1.68,,us,20000000,True,2259,"['actor', 'film_producer', 'voice_actor']"
nathan fillion,male,1971-03-27,11761,52.0,1.87,,ca,18000000,True,2260,"['actor', 'voice_actor']"
sandra bullock,female,1964-07-26,11762,59.0,1.71,,us,200000000,True,2261,"['film_producer', 'actor', 'television_producer', 'entrepreneur', 'voice_actor']"
linda cardellini,female,1975-06-25,11763,48.0,1.6,,us,8000000,True,2263,"['actor', 'voice_actor']"
clint eastwood,male,1930-05-31,11764,93.0,1.93,,us,375000000,True,2264,"['actor', 'film_director', 'film_producer', 'politician', 'composer', 'pianist', 'film_score_composer', 'television_producer', 'businessperson', 'investor']"
seann william scott,male,1976-10-03,11765,47.0,1.8,,us,25000000,True,2267,"['actor', 'comedian', 'film_producer', 'voice_actor']"
liam cunningham,male,1961-06-02,11766,62.0,1.85,,ie,4000000,True,2268,"['actor', 'electrician', 'film_producer', 'television_director']"
zoe kravitz,female,1988-12-01,11767,35.0,1.57,,us,8000000,True,2269,"['actor', 'singer', 'model']"
nicolas cage,male,1964-01-07,11768,60.0,1.83,,us,25000000,True,2270,"['actor', 'film_producer', 'voice_actor', 'television_producer']"
rosamund pike,female,1979-01-27,11769,45.0,1.74,,gb,9000000,True,2271,['actor']
morgan freeman,male,1937-06-01,11770,86.0,1.88,,us,250000000,True,2272,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'film_director', 'businessperson']"
ron livingston,male,1967-06-05,11771,56.0,1.79,,us,5000000,True,2273,"['actor', 'voice_actor']"
elizabeth olsen,female,1989-02-16,11772,35.0,1.7,,us,11000000,True,2274,"['actor', 'singer']"
philip seymour hoffman,male,1967-07-23,11773,46.0,1.77,2014-02-02,us,25000000,False,2275,"['actor', 'theatre_director', 'film_producer', 'voice_actor']"
ronan keating,male,1977-03-03,11774,47.0,1.73,,ie,30000000,True,2276,"['singer', 'singer-songwriter', 'songwriter', 'presenter', 'composer', 'actor', 'radio_personality', 'musician']"
james mcavoy,male,1979-04-21,11775,44.0,1.7,,gb,17000000,True,2279,"['actor', 'voice_actor']"
russell crowe,male,1964-04-07,11776,59.0,1.82,,nz,100000000,True,2280,"['actor', 'singer', 'musician', 'film_producer', 'film_director']"
tom wilkinson,male,1948-02-05,11777,76.0,1.85,,gb,12000000,True,2281,"['actor', 'voice_actor']"
katharine isabelle,female,1981-11-02,11778,42.0,1.63,,ca,2000000,True,2282,['actor']
vanessa hudgens,female,1988-12-14,11779,35.0,1.55,,us,16000000,True,2283,"['singer', 'actor']"
thora birch,female,1982-03-11,11780,42.0,1.63,,us,8000000,True,2284,"['actor', 'voice_actor', 'film_director', 'film_producer']"
sam rockwell,male,1968-11-05,11781,55.0,1.75,,us,30000000,True,2285,['actor']
mel gibson,male,1956-01-03,11782,68.0,1.77,,us,425000000,True,2286,"['actor', 'screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'voice_actor']"
steve carell,male,1962-08-16,11783,61.0,1.75,,us,80000000,True,2287,"['comedian', 'film_producer', 'actor', 'television_producer', 'voice_actor', 'screenwriter', 'television_director']"
nelsan ellis,male,1978-11-30,11784,45.0,1.78,,us,3000000,True,2288,"['actor', 'playwright', 'film_producer']"
russell brand,male,1975-06-04,11785,48.0,1.85,,gb,20000000,True,2289,"['actor', 'voice_actor', 'screenwriter', 'presenter', 'singer', 'author', 'television_producer', 'comedian', 'activist', 'radio_personality']"
will ferrell,male,1967-07-16,11786,56.0,1.91,,us,160000000,True,2290,"['actor', 'film_producer', 'screenwriter', 'comedian', 'television_producer', 'impressionist', 'voice_actor', 'singer']"
mickey rourke,male,1952-09-16,11787,71.0,1.8,,us,10000000,True,2292,"['actor', 'professional_boxer', 'screenwriter']"
sasha pieterse,female,1996-02-17,11788,28.0,1.67,,za,2000000,True,2293,"['actor', 'model', 'singer-songwriter']"
zach braff,male,1975-04-06,11789,48.0,1.83,,us,20000000,True,2294,"['actor', 'film_director', 'voice_actor', 'television_producer', 'television_director', 'screenwriter', 'film_producer']"
sean penn,male,1960-08-17,11790,63.0,1.73,,us,70000000,True,2295,"['actor', 'film_director', 'film_producer', 'screenwriter', 'politician']"
leonardo dicaprio,male,1974-11-11,11791,49.0,1.83,,us,260000000,True,2296,"['actor', 'film_producer', 'television_producer']"
julianne moore,female,1960-12-03,11792,63.0,1.6,,us,50000000,True,2297,"['actor', 'author', 'film_producer', 'television_producer', 'theatrical_producer', ""children's_book_author""]"
shia labeouf,male,1986-06-11,11793,37.0,1.76,,us,25000000,True,2298,"['actor', 'film_director', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']"
vin diesel,male,1967-07-18,11794,56.0,1.82,,us,225000000,True,2299,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']"
seth rogen,male,1982-04-15,11795,41.0,1.8,,ca,80000000,True,2300,"['actor', 'film_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_director', 'television_producer']"
tea leoni,female,1966-02-25,11796,58.0,1.7,,us,50000000,True,2301,"['actor', 'film_producer']"
octavia spencer,female,1970-05-25,11797,53.0,1.57,,us,14000000,True,2302,"['actor', 'film_producer', 'film_director', 'screenwriter']"
kristen bell,female,1980-07-18,11798,43.0,1.55,,us,40000000,True,2303,"['actor', 'voice_actor', 'singer', 'film_producer']"
shawn ashmore,male,1979-10-07,11799,44.0,1.8,,ca,3000000,True,2304,"['actor', 'voice_actor', 'film_producer']"
michael sheen,male,1969-02-05,11800,55.0,1.75,,gb,16000000,True,2305,"['actor', 'voice_actor', 'television_producer']"
michael pena,male,1976-01-13,11801,48.0,1.7,,us,12000000,True,2306,"['actor', 'musician', 'voice_actor']"
johnny depp,male,1963-06-09,11802,60.0,1.78,,us,150000000,True,2308,"['actor', 'film_producer', 'musician', 'film_director', 'screenwriter', 'voice_actor', 'restaurateur', 'winemaker']"
colin farrell,male,1976-05-31,11803,47.0,1.78,,ie,80000000,True,2309,"['actor', 'film_producer']"
maya rudolph,female,1972-07-27,11804,51.0,1.7,,us,10000000,True,2310,"['actor', 'comedian', 'singer', 'voice_actor']"
mila kunis,female,1983-08-14,11805,40.0,1.63,,ua,75000000,True,2311,"['actor', 'voice_actor', 'model']"
jay hernandez,male,1978-02-20,11806,46.0,1.74,,us,4000000,True,2312,['actor']
imelda staunton,,,11807,,,,,10000000,,2315,
crispin glover,male,1964-04-20,11808,59.0,1.85,,us,3500000,True,2316,"['actor', 'film_director', 'publisher', 'author', 'screenwriter', 'music_artist', 'voice_actor']"
sam riley,male,1980-01-08,11809,44.0,1.85,,gb,1000000,True,2317,"['actor', 'singer']"
winona ryder,female,1971-10-29,11810,52.0,1.61,,us,18000000,True,2318,"['actor', 'voice_actor', 'film_producer']"
michael fassbender,male,1977-04-02,11811,46.0,1.83,,de,40000000,True,2319,"['actor', 'film_producer', 'businessperson']"
powers boothe,male,1948-06-01,11812,68.0,1.87,2017-05-14,us,8000000,False,2320,['actor']
ryan gosling,male,1980-11-12,11813,43.0,1.84,,ca,70000000,True,2321,"['actor', 'musician', 'restaurateur', 'film_director', 'screenwriter', 'film_producer', 'activist']"
steve carell,male,1962-08-16,11814,61.0,1.75,,us,80000000,True,2323,"['comedian', 'film_producer', 'actor', 'television_producer', 'voice_actor', 'screenwriter', 'television_director']"
tyrese gibson,male,1978-12-30,11815,45.0,1.8,,us,3000000,True,2325,"['singer', 'rapper', 'actor', 'author', 'vj', 'model', 'screenwriter', 'film_producer', 'television_producer', 'songwriter']"
paul rudd,male,1969-04-06,11816,54.0,1.78,,us,70000000,True,2327,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']"
will smith,male,1968-09-25,11817,55.0,1.88,,us,350000000,True,2330,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']"
will smith (nfl),male,1981-07-04,11818,42.0,1.91,,us,13000000,True,2330,['american_football_player']
tim blake nelson,male,1964-05-11,11819,59.0,1.65,,us,5000000,True,2331,"['film_director', 'actor', 'screenwriter', 'playwright', 'film_producer', 'singer']"
jean reno,male,1948-07-30,11820,75.0,1.88,,fr,70000000,True,2332,"['actor', 'voice_actor']"
sean bean,male,1959-04-17,11821,64.0,1.8,,gb,20000000,True,2334,"['actor', 'voice_actor']"
miranda otto,female,1967-12-16,11822,56.0,1.65,,au,4000000,True,2335,['actor']
nadine velazquez,female,1978-11-20,11823,45.0,1.64,,us,3000000,True,2336,"['actor', 'fashion_model']"
michael caine,male,1933-03-14,11824,91.0,1.88,,gb,75000000,True,2337,"['actor', 'author', 'film_producer', 'voice_actor', 'entrepreneur']"
ryan phillippe,male,1974-09-10,11825,49.0,1.75,,us,30000000,True,2338,"['actor', 'businessperson', 'film_producer', 'film_director', 'screenwriter']"
liam neeson,male,1952-06-07,11826,71.0,1.93,,us,145000000,True,2339,"['actor', 'voice_actor']"
sarah roemer,female,1984-08-28,11827,39.0,1.72,,us,2000000,True,2340,"['actor', 'model']"
kate winslet,female,1975-10-05,11828,48.0,1.69,,gb,65000000,True,2342,"['actor', 'singer', 'voice_actor']"
ellen degeneres,female,1958-01-26,11829,66.0,1.71,,us,500000000,True,2343,"['comedian', 'actor', 'voice_actor', 'television_producer', 'screenwriter', 'television_presenter', 'film_producer']"
steve buscemi,male,1957-12-13,11830,66.0,1.75,,us,35000000,True,2345,"['actor', 'film_producer', 'television_director', 'film_director', 'screenwriter', 'voice_actor', 'firefighter']"
devon sawa,male,1978-09-07,11831,45.0,1.83,,ca,2000000,True,2346,"['actor', 'voice_actor']"
ali larter,female,1976-02-28,11832,48.0,1.73,,us,10000000,True,2347,"['actor', 'model']"
jamie bell,male,1986-03-14,11833,38.0,1.7,,gb,11000000,True,2348,"['actor', 'dancer']"
milo aukerman,,,11834,,,,,5000000,,2349,
jimmy fallon,male,1974-09-19,11835,49.0,1.83,,us,60000000,True,2350,"['comedian', 'actor', 'musician', 'singer', 'television_producer', 'screenwriter', 'presenter', 'impersonator', 'voice_actor', 'writer']"
tom wilkinson,male,1948-02-05,11836,76.0,1.85,,gb,12000000,True,2351,"['actor', 'voice_actor']"
radha mitchell,female,1973-11-12,11837,50.0,1.68,,au,4000000,True,2352,"['actor', 'film_producer']"
valentino rossi,male,1979-02-16,11838,45.0,1.82,,it,160000000,True,2353,"['athlete', 'motorcycle_racer']"
maggie grace,female,1983-09-21,11839,40.0,1.75,,us,8000000,True,2354,['actor']
vin diesel,male,1967-07-18,11840,56.0,1.82,,us,225000000,True,2355,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']"
vin diesel,male,1967-07-18,11841,56.0,1.82,,us,225000000,True,2356,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']"
vin diesel,male,1967-07-18,11842,56.0,1.82,,us,225000000,True,2357,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']"
meryl streep,female,1949-06-22,11843,74.0,1.68,,us,160000000,True,2358,"['actor', 'voice_actor', 'spokesperson']"
jay baruchel,male,1982-04-09,11844,41.0,1.88,,ca,6000000,True,2359,"['actor', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']"
woody allen,male,1935-12-01,11845,88.0,1.65,,us,140000000,True,2360,"['actor', 'comedian', 'film_director', 'playwright', 'musician', 'screenwriter', 'writer', 'voice_actor', 'film_score_composer', 'film_producer']"
sienna miller,female,1981-12-28,11846,42.0,1.65,,us,18000000,True,2361,"['actor', 'model', 'fashion_designer']"
tom hanks,male,1956-07-09,11847,67.0,1.83,,us,400000000,True,2362,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']"
joel edgerton,male,1974-06-23,11848,49.0,1.8,,au,3000000,True,2363,"['actor', 'screenwriter', 'film_producer', 'film_director', 'writer']"
roger bart,male,1962-09-29,11849,61.0,1.8,,us,3000000,True,2364,"['actor', 'singer', 'voice_actor']"
gemma chan,female,1982-11-29,11850,41.0,1.75,,gb,6000000,True,2365,"['model', 'actor']"
oscar isaac,male,1979-03-09,11851,45.0,1.74,,us,10000000,True,2366,"['actor', 'singer', 'guitarist']"
orlando jones,male,1968-04-10,11852,55.0,1.8,,us,5000000,True,2367,"['actor', 'comedian', 'screenwriter', 'television_producer', 'voice_actor', 'businessperson']"
will ferrell,male,1967-07-16,11853,56.0,1.91,,us,160000000,True,2369,"['actor', 'film_producer', 'screenwriter', 'comedian', 'television_producer', 'impressionist', 'voice_actor', 'singer']"
robert de niro,male,1943-08-17,11854,80.0,1.77,,us,500000000,True,2370,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']"
scott mechlowicz,male,1981-01-17,11855,43.0,1.83,,us,2000000,True,2371,['actor']
sharlto copley,male,1973-11-27,11856,50.0,,,za,15000000,True,2372,"['actor', 'film_director', 'film_producer']"
kate winslet,female,1975-10-05,11857,48.0,1.69,,gb,65000000,True,2373,"['actor', 'singer', 'voice_actor']"
sylvester stallone,male,1946-07-06,11858,77.0,1.77,,us,400000000,True,2374,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']"
sean bean,male,1959-04-17,11859,64.0,1.8,,gb,20000000,True,2376,"['actor', 'voice_actor']"
josh hutcherson,male,1992-10-12,11860,31.0,1.7,,us,20000000,True,2377,['actor']
james gandolfini,male,1961-09-18,11861,51.0,1.85,2013-06-19,us,70000000,False,2378,"['actor', 'television_producer', 'film_producer']"
jude law,male,1972-12-29,11862,51.0,1.82,,gb,45000000,True,2379,"['actor', 'film_producer']"
sarah gadon,female,1987-04-04,11863,36.0,1.6,,ca,1000000,True,2380,"['actor', 'voice_actor']"
harrison ford,male,1942-07-13,11864,81.0,1.85,,us,300000000,True,2382,"['actor', 'film_producer', 'pilot', 'carpentry']"
michael pena,male,1976-01-13,11865,48.0,1.7,,us,12000000,True,2383,"['actor', 'musician', 'voice_actor']"
matthew fox,male,1966-07-14,11866,57.0,1.88,,us,20000000,True,2384,"['model', 'actor']"
sharlto copley,male,1973-11-27,11867,50.0,,,za,15000000,True,2385,"['actor', 'film_director', 'film_producer']"
shirley maclaine,female,1934-04-24,11868,89.0,1.7,,us,50000000,True,2386,"['actor', 'dancer', 'singer', 'author', 'screenwriter', 'film_producer', 'activist', 'film_director']"
geoffrey rush,male,1951-07-06,11869,72.0,1.83,,au,40000000,True,2387,"['actor', 'film_producer', 'voice_actor', 'film_score_composer', 'musician']"
will ferrell,male,1967-07-16,11870,56.0,1.91,,us,160000000,True,2388,"['actor', 'film_producer', 'screenwriter', 'comedian', 'television_producer', 'impressionist', 'voice_actor', 'singer']"
paul walker,male,1973-09-12,11871,40.0,1.88,2013-11-30,us,25000000,False,2389,"['actor', 'model', 'film_producer']"
tom cruise,male,1962-07-03,11872,61.0,1.7,,us,600000000,True,2390,"['actor', 'film_producer', 'screenwriter', 'television_director']"
ray winstone,male,1957-02-19,11873,67.0,1.78,,gb,5000000,True,2391,"['actor', 'voice_actor', 'film_producer', 'television_producer']"
jamie chung,female,1983-04-10,11874,40.0,1.67,,us,5000000,True,2392,['actor']
viggo mortensen,male,1958-10-20,11875,65.0,1.8,,us,40000000,True,2394,"['actor', 'poet', 'musician', 'photographer', 'painter', 'singer', 'author']"
shia labeouf,male,1986-06-11,11876,37.0,1.76,,us,25000000,True,2395,"['actor', 'film_director', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']"
tom wilkinson,male,1948-02-05,11877,76.0,1.85,,gb,12000000,True,2396,"['actor', 'voice_actor']"
